"Notes"	"Residence State"	"Residence State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 01 ending January 04, 2020"	"2020/01"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 02 ending January 11, 2020"	"2020/02"	24	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 03 ending January 18, 2020"	"2020/03"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 04 ending January 25, 2020"	"2020/04"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 05 ending February 01, 2020"	"2020/05"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 06 ending February 08, 2020"	"2020/06"	22	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 07 ending February 15, 2020"	"2020/07"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 08 ending February 22, 2020"	"2020/08"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 09 ending February 29, 2020"	"2020/09"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 10 ending March 07, 2020"	"2020/10"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 11 ending March 14, 2020"	"2020/11"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 12 ending March 21, 2020"	"2020/12"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 13 ending March 28, 2020"	"2020/13"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 14 ending April 04, 2020"	"2020/14"	15	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 15 ending April 11, 2020"	"2020/15"	19	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 16 ending April 18, 2020"	"2020/16"	15	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 17 ending April 25, 2020"	"2020/17"	11	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 18 ending May 02, 2020"	"2020/18"	20	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 19 ending May 09, 2020"	"2020/19"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 20 ending May 16, 2020"	"2020/20"	23	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 21 ending May 23, 2020"	"2020/21"	16	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 22 ending May 30, 2020"	"2020/22"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 23 ending June 06, 2020"	"2020/23"	13	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 24 ending June 13, 2020"	"2020/24"	12	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 25 ending June 20, 2020"	"2020/25"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 26 ending June 27, 2020"	"2020/26"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 27 ending July 04, 2020"	"2020/27"	10	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 28 ending July 11, 2020"	"2020/28"	21	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 29 ending July 18, 2020"	"2020/29"	17	Not Applicable	Not Applicable
	"North Carolina"	"37"	"< 1 year"	"1"	"2020 Week 30 ending July 25, 2020"	"2020/30"	14	Not Applicable	Not Applicable
