"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"1968"	"1968"	"Alabama"	"01"	"< 1 year"	"1"	1694	63602	2663.4
	"1968"	"1968"	"Alabama"	"01"	"1-4 years"	"1-4"	303	253720	119.4
	"1968"	"1968"	"Alabama"	"01"	"5-9 years"	"5-9"	201	353904	56.8
	"1968"	"1968"	"Alabama"	"01"	"10-14 years"	"10-14"	185	367053	50.4
	"1968"	"1968"	"Alabama"	"01"	"15-19 years"	"15-19"	424	328022	129.3
	"1968"	"1968"	"Alabama"	"01"	"20-24 years"	"20-24"	464	253142	183.3
	"1968"	"1968"	"Alabama"	"01"	"25-34 years"	"25-34"	872	393784	221.4
	"1968"	"1968"	"Alabama"	"01"	"35-44 years"	"35-44"	1571	390785	402.0
	"1968"	"1968"	"Alabama"	"01"	"45-54 years"	"45-54"	3233	364478	887.0
	"1968"	"1968"	"Alabama"	"01"	"55-64 years"	"55-64"	5563	312585	1779.7
	"1968"	"1968"	"Alabama"	"01"	"65-74 years"	"65-74"	7652	197617	3872.1
	"1968"	"1968"	"Alabama"	"01"	"75-84 years"	"75-84"	7528	90529	8315.6
	"1968"	"1968"	"Alabama"	"01"	"85+ years"	"85+"	3796	20409	18599.6
	"1968"	"1968"	"Alabama"	"01"	"Not Stated"	"NS"	67	Not Applicable	Not Applicable
"Total"	"1968"	"1968"	"Alabama"	"01"			33553	3389630	989.9
	"1968"	"1968"	"Alaska"	"02"	"< 1 year"	"1"	140	6430	2177.3
	"1968"	"1968"	"Alaska"	"02"	"1-4 years"	"1-4"	40	25886	154.5
	"1968"	"1968"	"Alaska"	"02"	"5-9 years"	"5-9"	21	37430	56.1
	"1968"	"1968"	"Alaska"	"02"	"10-14 years"	"10-14"	17	32657	52.1 (Unreliable)
	"1968"	"1968"	"Alaska"	"02"	"15-19 years"	"15-19"	43	24676	174.3
	"1968"	"1968"	"Alaska"	"02"	"20-24 years"	"20-24"	59	35621	165.6
	"1968"	"1968"	"Alaska"	"02"	"25-34 years"	"25-34"	108	44412	243.2
	"1968"	"1968"	"Alaska"	"02"	"35-44 years"	"35-44"	136	36940	368.2
	"1968"	"1968"	"Alaska"	"02"	"45-54 years"	"45-54"	231	25262	914.4
	"1968"	"1968"	"Alaska"	"02"	"55-64 years"	"55-64"	204	13025	1566.2
	"1968"	"1968"	"Alaska"	"02"	"65-74 years"	"65-74"	144	4251	3387.4
	"1968"	"1968"	"Alaska"	"02"	"75-84 years"	"75-84"	141	1366	10322.1
	"1968"	"1968"	"Alaska"	"02"	"85+ years"	"85+"	62	555	11171.2
	"1968"	"1968"	"Alaska"	"02"	"Not Stated"	"NS"	3	Not Applicable	Not Applicable
"Total"	"1968"	"1968"	"Alaska"	"02"			1349	288511	467.6
	"1968"	"1968"	"Arizona"	"04"	"< 1 year"	"1"	751	32716	2295.5
	"1968"	"1968"	"Arizona"	"04"	"1-4 years"	"1-4"	172	123184	139.6
	"1968"	"1968"	"Arizona"	"04"	"5-9 years"	"5-9"	98	183023	53.5
	"1968"	"1968"	"Arizona"	"04"	"10-14 years"	"10-14"	82	181209	45.3
	"1968"	"1968"	"Arizona"	"04"	"15-19 years"	"15-19"	184	154688	118.9
	"1968"	"1968"	"Arizona"	"04"	"20-24 years"	"20-24"	228	123825	184.1
	"1968"	"1968"	"Arizona"	"04"	"25-34 years"	"25-34"	386	191529	201.5
	"1968"	"1968"	"Arizona"	"04"	"35-44 years"	"35-44"	625	188339	331.8
	"1968"	"1968"	"Arizona"	"04"	"45-54 years"	"45-54"	1329	176747	751.9
	"1968"	"1968"	"Arizona"	"04"	"55-64 years"	"55-64"	2338	137782	1696.9
	"1968"	"1968"	"Arizona"	"04"	"65-74 years"	"65-74"	3367	96248	3498.3
	"1968"	"1968"	"Arizona"	"04"	"75-84 years"	"75-84"	2994	39207	7636.4
	"1968"	"1968"	"Arizona"	"04"	"85+ years"	"85+"	1217	7256	16772.3
	"1968"	"1968"	"Arizona"	"04"	"Not Stated"	"NS"	9	Not Applicable	Not Applicable
"Total"	"1968"	"1968"	"Arizona"	"04"			13780	1635753	842.4
	"1968"	"1968"	"Arkansas"	"05"	"< 1 year"	"1"	767	33128	2315.3
	"1968"	"1968"	"Arkansas"	"05"	"1-4 years"	"1-4"	154	129115	119.3
	"1968"	"1968"	"Arkansas"	"05"	"5-9 years"	"5-9"	90	188307	47.8
	"1968"	"1968"	"Arkansas"	"05"	"10-14 years"	"10-14"	94	190337	49.4
	"1968"	"1968"	"Arkansas"	"05"	"15-19 years"	"15-19"	260	173013	150.3
	"1968"	"1968"	"Arkansas"	"05"	"20-24 years"	"20-24"	229	128677	178.0
	"1968"	"1968"	"Arkansas"	"05"	"25-34 years"	"25-34"	380	201527	188.6
	"1968"	"1968"	"Arkansas"	"05"	"35-44 years"	"35-44"	685	197591	346.7
	"1968"	"1968"	"Arkansas"	"05"	"45-54 years"	"45-54"	1582	203944	775.7
	"1968"	"1968"	"Arkansas"	"05"	"55-64 years"	"55-64"	3130	196213	1595.2
	"1968"	"1968"	"Arkansas"	"05"	"65-74 years"	"65-74"	5026	140098	3587.5
	"1968"	"1968"	"Arkansas"	"05"	"75-84 years"	"75-84"	5657	70723	7998.8
	"1968"	"1968"	"Arkansas"	"05"	"85+ years"	"85+"	2893	16021	18057.5
	"1968"	"1968"	"Arkansas"	"05"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
"Total"	"1968"	"1968"	"Arkansas"	"05"			20947	1868694	1120.9
	"1968"	"1968"	"California"	"06"	"< 1 year"	"1"	6444	339760	1896.6
	"1968"	"1968"	"California"	"06"	"1-4 years"	"1-4"	1156	1401051	82.5
	"1968"	"1968"	"California"	"06"	"5-9 years"	"5-9"	787	1974864	39.9
	"1968"	"1968"	"California"	"06"	"10-14 years"	"10-14"	656	1922300	34.1
